企业代号,quater,进项合计,订单个数,进项负发票个数,供货商个数,销项合计,销项订单个数,销项负发票个数,客户个数,净营业收入,企业名称,信誉评级,是否违约
E57,2019Q1,2545070.08,11,0,5,3390000.0,32,0,1,844929.9199999999,***机械设备有限公司,2,0
E57,2019Q2,4170634.3000000003,4,0,2,3866375.8600000003,37,0,4,-304258.43999999994,***机械设备有限公司,2,0
E57,2019Q3,2297452.33,5,0,3,3368300.0,32,0,2,1070847.67,***机械设备有限公司,2,0
E57,2019Q4,13425739.530000001,34,0,18,9245680.0,87,0,3,-4180059.530000001,***机械设备有限公司,2,0
E58,2017Q3,22355.6,23,0,10,1010420.64,15,1,5,988065.04,***油气工程建设有限责任公司,2,0
E58,2017Q4,988145.75,105,0,48,2910036.2500000005,35,0,7,1921890.5000000005,***油气工程建设有限责任公司,2,0
E58,2018Q1,177364.34,115,0,65,383627.3300000001,7,1,3,206262.99000000008,***油气工程建设有限责任公司,2,0
E58,2018Q2,31323.51,126,2,61,2506429.0,32,0,6,2475105.49,***油气工程建设有限责任公司,2,0
E58,2018Q3,1069376.4100000001,108,3,52,1615216.2,24,3,3,545839.7899999998,***油气工程建设有限责任公司,2,0
E58,2018Q4,1294219.57,179,0,83,4020700.22,45,0,4,2726480.6500000004,***油气工程建设有限责任公司,2,0
E58,2019Q1,74443.37,174,2,64,67680.0,1,0,1,-6763.369999999995,***油气工程建设有限责任公司,2,0
E58,2019Q2,435437.53,220,2,94,2413686.99,27,0,3,1978249.4600000002,***油气工程建设有限责任公司,2,0
E58,2019Q3,2973317.990000001,211,0,87,6265387.96,69,1,6,3292069.969999999,***油气工程建设有限责任公司,2,0
E58,2019Q4,43790.170000000006,51,0,30,2900622.9200000004,29,0,3,2856832.7500000005,***油气工程建设有限责任公司,2,0
E59,2017Q1,1079085.2200000002,16,0,8,1709861.28,159,0,26,630776.0599999998,***商贸有限公司,1,0
E59,2017Q2,1544836.2600000002,24,0,13,1829030.7899999993,173,2,26,284194.5299999991,***商贸有限公司,1,0
E59,2017Q3,1752884.4000000001,53,0,23,1880229.8300000026,177,0,28,127345.4300000025,***商贸有限公司,1,0
E59,2017Q4,1237792.9100000001,34,0,21,1667858.4400000002,164,0,35,430065.53,***商贸有限公司,1,0
E59,2018Q1,1921783.93,50,0,14,2256129.340000001,212,0,30,334345.41000000085,***商贸有限公司,1,0
E59,2018Q2,2521228.6599999997,50,0,18,4478795.210000006,413,0,43,1957566.5500000059,***商贸有限公司,1,0
E59,2018Q3,2139956.6399999997,48,0,15,2582232.300000003,251,0,47,442275.6600000034,***商贸有限公司,1,0
E59,2018Q4,3020935.5399999996,43,0,13,4440853.710000002,357,0,55,1419918.1700000023,***商贸有限公司,1,0
E59,2019Q1,2620434.670000001,72,0,18,4359227.91,58,0,31,1738793.2399999993,***商贸有限公司,1,0
E59,2019Q2,1545224.5700000003,46,0,12,2508729.8700000006,38,0,21,963505.3000000003,***商贸有限公司,1,0
E59,2019Q3,575573.37,55,0,12,1389883.6599999997,27,0,19,814310.2899999997,***商贸有限公司,1,0
E59,2019Q4,830474.6900000001,29,0,9,1112562.6199999999,26,0,21,282087.9299999998,***商贸有限公司,1,0
E59,2020Q1,395715.5,12,0,6,717494.2000000001,12,0,9,321778.70000000007,***商贸有限公司,1,0
E6,2016Q4,2182269.36,82,0,27,4981293.65,14,0,12,2799024.2900000005,***装饰设计工程有限公司,1,0
E6,2017Q1,4990020.62,151,0,53,21919725.520000003,53,0,32,16929704.900000002,***装饰设计工程有限公司,1,0
E6,2017Q2,12989308.7,290,0,113,13808286.279999997,45,1,25,818977.5799999982,***装饰设计工程有限公司,1,0
E6,2017Q3,9163373.640000002,842,5,302,16823009.240000002,60,3,25,7659635.6,***装饰设计工程有限公司,1,0
E6,2017Q4,18689420.740000002,636,0,223,19044377.94,59,1,25,354957.19999999925,***装饰设计工程有限公司,1,0
E6,2018Q1,37795594.720000006,1178,4,297,35060097.93,60,0,24,-2735496.7900000066,***装饰设计工程有限公司,1,0
E6,2018Q2,25967088.039999995,1163,7,247,29115292.029999997,76,4,25,3148203.990000002,***装饰设计工程有限公司,1,0
E6,2018Q3,45370869.01000003,1273,12,246,59858652.60000001,112,2,27,14487783.589999981,***装饰设计工程有限公司,1,0
E6,2018Q4,30874020.560000006,1048,16,224,39675123.529999994,93,1,40,8801102.969999988,***装饰设计工程有限公司,1,0
E6,2019Q1,32612251.33,1069,9,262,27048084.080000002,63,0,25,-5564167.249999996,***装饰设计工程有限公司,1,0
E6,2019Q2,36217229.53,1374,9,360,36896133.14,92,6,31,678903.6099999994,***装饰设计工程有限公司,1,0
E6,2019Q3,24623563.180000003,895,14,236,43113733.33999998,90,3,41,18490170.159999978,***装饰设计工程有限公司,1,0
E6,2019Q4,39703554.06999998,813,2,238,48553628.959999986,96,2,31,8850074.890000008,***装饰设计工程有限公司,1,0
E60,2017Q4,348823.0,34,0,22,491458.0,50,0,2,142635.0,***机械租赁有限公司,2,0
E60,2018Q1,680188.6799999999,56,0,36,29000.0,3,0,1,-651188.6799999999,***机械租赁有限公司,2,0
E60,2018Q2,2613545.1,101,0,44,27808.0,3,0,1,-2585737.1,***机械租赁有限公司,2,0
E60,2018Q3,949638.3900000001,128,0,35,2456760.0,136,0,2,1507121.6099999999,***机械租赁有限公司,2,0
E60,2018Q4,121340.89,35,0,16,898615.0,21,0,3,777274.11,***机械租赁有限公司,2,0
E60,2019Q1,56660.799999999996,35,0,11,943505.0,65,0,3,886844.2,***机械租赁有限公司,2,0
E60,2019Q2,102752.0,25,0,8,492823.0,7,0,2,390071.0,***机械租赁有限公司,2,0
E60,2019Q3,426303.08,81,0,20,1042689.0,57,1,3,616385.9199999999,***机械租赁有限公司,2,0
E60,2019Q4,74997.63,31,0,11,1197208.0,74,0,4,1122210.37,***机械租赁有限公司,2,0
E60,2020Q1,1173.0,4,0,1,629079.0,8,0,2,627906.0,***机械租赁有限公司,2,0
E61,2017Q1,49862.689999999995,6,0,3,1409032.0,138,0,19,1359169.31,***调味品有限公司,2,0
E61,2017Q2,75527.26000000001,9,0,5,1306772.0,130,0,16,1231244.74,***调味品有限公司,2,0
E61,2017Q3,122792.8,15,0,9,1774334.8,172,0,18,1651542.0,***调味品有限公司,2,0
E61,2017Q4,49023.01,11,0,9,2188483.9999999995,217,0,22,2139460.9899999998,***调味品有限公司,2,0
E61,2018Q1,78619.62,9,0,6,1601210.0,160,0,10,1522590.38,***调味品有限公司,2,0
E61,2018Q2,42825.04,8,0,6,1072503.0,191,40,10,1029677.96,***调味品有限公司,2,0
E61,2018Q3,167906.44,18,0,10,2204684.0,221,0,12,2036777.56,***调味品有限公司,2,0
E61,2018Q4,-8734.819999999994,19,2,7,1850040.0,183,0,11,1858774.82,***调味品有限公司,2,0
E61,2019Q1,127464.42,34,0,15,1620330.0,164,0,9,1492865.58,***调味品有限公司,2,0
E61,2019Q2,23923.930000000004,25,0,10,462331.0,52,0,8,438407.07,***调味品有限公司,2,0
E61,2019Q3,40712.61,18,0,12,1337238.0,136,0,10,1296525.39,***调味品有限公司,2,0
E61,2019Q4,106099.57999999999,30,0,18,1570480.0,161,0,6,1464380.42,***调味品有限公司,2,0
E61,2020Q1,56008.6,7,0,7,290365.0,30,0,4,234356.4,***调味品有限公司,2,0
E62,2017Q1,2998.0,2,0,1,1136922.84,15,0,6,1133924.84,***工程造价咨询有限公司***分公司,2,0
E62,2017Q2,62462.94,8,0,5,924613.74,22,1,11,862150.8,***工程造价咨询有限公司***分公司,2,0
E62,2017Q3,23529.7,37,0,24,394746.44,15,5,7,371216.74,***工程造价咨询有限公司***分公司,2,0
E62,2017Q4,50563.68000000001,52,0,29,1589989.0,27,2,9,1539425.32,***工程造价咨询有限公司***分公司,2,0
E62,2018Q1,240549.63,72,0,44,1099243.02,19,2,3,858693.39,***工程造价咨询有限公司***分公司,2,0
E62,2018Q2,38538.43,51,0,23,484768.26,7,0,2,446229.83,***工程造价咨询有限公司***分公司,2,0
E62,2018Q3,79967.22,55,0,26,656403.27,10,0,2,576436.05,***工程造价咨询有限公司***分公司,2,0
E62,2018Q4,39971.8,48,0,18,1130552.7,15,0,3,1090580.9,***工程造价咨询有限公司***分公司,2,0
E62,2019Q1,61991.91,52,0,24,875948.1699999999,11,0,3,813956.2599999999,***工程造价咨询有限公司***分公司,2,0
E62,2019Q2,128829.65000000001,54,0,32,1185441.48,16,0,3,1056611.83,***工程造价咨询有限公司***分公司,2,0
E62,2019Q3,175439.59,47,0,27,131329.46000000002,14,6,3,-44110.129999999976,***工程造价咨询有限公司***分公司,2,0
E62,2019Q4,328194.9,43,0,19,1018373.6,11,0,2,690178.7,***工程造价咨询有限公司***分公司,2,0
E62,2020Q1,5833.53,6,0,6,-568219.84,9,7,2,-574053.37,***工程造价咨询有限公司***分公司,2,0
E63,2017Q1,382045.66000000003,32,1,14,3608278.9999999995,50,0,14,3226233.3399999994,***科技有限公司,2,0
E63,2017Q2,5958163.479999999,99,0,22,4994770.0,63,0,16,-963393.4799999986,***科技有限公司,2,0
E63,2017Q3,11061271.390000002,232,0,64,11341099.5,131,0,18,279828.10999999754,***科技有限公司,2,0
E63,2017Q4,7556124.6,185,0,44,16937846.360000003,176,3,24,9381721.760000004,***科技有限公司,2,0
E63,2018Q1,4843140.45,261,0,88,6874525.0,72,0,11,2031384.5499999998,***科技有限公司,2,0
E63,2018Q2,6178286.51,303,2,78,4226032.0,49,0,8,-1952254.5099999998,***科技有限公司,2,0
E63,2018Q3,3510537.76,132,0,45,3858685.1500000004,44,0,12,348147.3900000006,***科技有限公司,2,0
E63,2018Q4,916075.3499999997,79,3,31,2497005.4299999997,33,0,8,1580930.08,***科技有限公司,2,0
E63,2019Q2,80528.63999999998,54,0,33,640000.0,7,0,2,559471.36,***科技有限公司,2,0
E64,2017Q2,330.0,1,0,1,823474.8399999999,128,0,33,823144.8399999999,***图书有限责任公司,1,0
E64,2017Q4,22075.0,5,0,3,1214407.52,149,0,22,1192332.52,***图书有限责任公司,1,0
E64,2018Q2,590.0,3,0,3,926773.12,118,0,22,926183.12,***图书有限责任公司,1,0
E64,2018Q3,1420.0,4,0,4,952616.0100000001,133,0,24,951196.0100000001,***图书有限责任公司,1,0
E64,2018Q4,1456.0,3,0,3,1156908.25,156,0,24,1155452.25,***图书有限责任公司,1,0
E64,2019Q1,1656.0,2,0,2,563992.12,73,0,17,562336.12,***图书有限责任公司,1,0
E64,2019Q2,27738.0,5,0,5,893938.41,107,0,20,866200.41,***图书有限责任公司,1,0
E64,2019Q4,4083.0,2,0,2,1247800.79,155,0,29,1243717.79,***图书有限责任公司,1,0
E64,2020Q1,4327.05,3,0,3,68013.09,10,0,2,63686.03999999999,***图书有限责任公司,1,0
E65,2017Q2,654873.5200000001,18,0,4,510616.26,22,0,8,-144257.26000000013,***商贸有限公司,2,0
E65,2017Q3,200132.8,7,0,3,451654.25000000006,33,1,11,251521.45000000007,***商贸有限公司,2,0
E65,2017Q4,414198.24000000005,9,0,5,669484.34,36,0,16,255286.09999999992,***商贸有限公司,2,0
E65,2018Q1,574869.5,21,0,10,1217525.9999999998,35,0,12,642656.4999999998,***商贸有限公司,2,0
E65,2018Q2,697064.04,81,0,11,448410.94999999995,26,0,7,-248653.09000000008,***商贸有限公司,2,0
E65,2018Q3,278689.2,92,0,5,642106.5299999999,39,0,14,363417.3299999999,***商贸有限公司,2,0
E65,2018Q4,45624.8,74,0,11,698646.74,36,0,9,653021.94,***商贸有限公司,2,0
E65,2019Q1,345884.92,77,0,17,810349.68,40,0,12,464464.76000000007,***商贸有限公司,2,0
E65,2019Q2,829973.38,82,0,14,600893.06,42,3,13,-229080.31999999995,***商贸有限公司,2,0
E65,2019Q3,615784.0,61,0,12,886162.7700000001,49,0,16,270378.77000000014,***商贸有限公司,2,0
E65,2019Q4,176095.49,47,0,9,849550.7799999998,54,1,20,673455.2899999998,***商贸有限公司,2,0
E65,2020Q1,6376.0,10,0,5,375155.34,42,2,21,368779.34,***商贸有限公司,2,0
E66,2017Q4,1860.0,6,0,4,16984.0,21,0,5,15124.0,***快递有限公司,2,0
E66,2018Q1,241744.87,93,0,8,47299.18,24,0,11,-194445.69,***快递有限公司,2,0
E66,2018Q2,431540.31,98,0,8,69934.72,30,0,15,-361605.58999999997,***快递有限公司,2,0
E66,2018Q3,1054827.18,79,0,12,112795.45,54,0,35,-942031.73,***快递有限公司,2,0
E66,2018Q4,811722.0,51,0,9,142961.1,56,1,31,-668760.9,***快递有限公司,2,0
E66,2019Q1,668730.0700000001,45,0,9,159918.42,61,0,41,-508811.65,***快递有限公司,2,0
E66,2019Q2,732912.42,43,1,9,1463311.9100000001,114,2,54,730399.4900000001,***快递有限公司,2,0
E66,2019Q3,602545.1900000001,68,0,9,1144268.79,113,2,50,541723.6,***快递有限公司,2,0
E66,2019Q4,517281.82000000007,64,0,7,1422670.22,115,1,52,905388.3999999999,***快递有限公司,2,0
E66,2020Q1,309126.64999999997,14,0,6,449789.71,40,0,32,140663.06000000006,***快递有限公司,2,0
E67,2017Q1,1400.0,4,0,1,86800.0,9,0,1,85400.0,***信息技术有限公司,2,0
E67,2017Q2,24860.0,10,0,4,87706.0,10,0,2,62846.0,***信息技术有限公司,2,0
E67,2017Q3,26459.55,21,0,15,286506.0,29,0,1,260046.45,***信息技术有限公司,2,0
E67,2017Q4,10245.9,19,0,12,156510.0,18,0,4,146264.1,***信息技术有限公司,2,0
E67,2018Q1,17628.33,18,0,14,168390.0,19,0,5,150761.66999999998,***信息技术有限公司,2,0
E67,2018Q2,36933.079999999994,41,0,18,34794.0,6,0,3,-2139.0799999999945,***信息技术有限公司,2,0
E67,2018Q3,21508.65,44,0,17,470660.0,12,0,4,449151.35,***信息技术有限公司,2,0
E67,2018Q4,115277.65999999999,63,1,35,690466.0,17,2,6,575188.34,***信息技术有限公司,2,0
E67,2019Q1,49339.700000000004,77,0,42,230010.0,6,0,3,180670.3,***信息技术有限公司,2,0
E67,2019Q2,124240.66,60,0,34,539956.0,14,0,5,415715.33999999997,***信息技术有限公司,2,0
E67,2019Q3,755991.1699999998,163,1,64,1350882.0,28,1,6,594890.8300000002,***信息技术有限公司,2,0
E67,2019Q4,88562.75000000001,68,0,45,1688730.0,24,0,7,1600167.25,***信息技术有限公司,2,0
E68,2018Q2,460.0,2,0,2,294637.0,4,0,3,294177.0,***花木总公司,3,0
E68,2019Q2,280.0,1,0,1,298250.0,3,0,1,297970.0,***花木总公司,3,0
E69,2018Q4,3250.0,1,0,1,199086.97,28,0,7,195836.97,***电子器材经营部,3,0
E7,2017Q1,4601670.66,309,5,114,85805272.19000001,900,184,296,81203601.53000002,***家电有限公司***分公司,1,0
E7,2017Q2,3910693.2600000002,328,2,134,48364488.20000002,774,134,270,44453794.94000002,***家电有限公司***分公司,1,0
E7,2017Q3,5416379.570000001,957,27,300,80445796.51,738,124,244,75029416.94,***家电有限公司***分公司,1,0
E7,2017Q4,7067722.599999998,1073,42,355,86679010.97999997,817,154,266,79611288.37999998,***家电有限公司***分公司,1,0
E7,2018Q1,4904869.7299999995,1123,14,363,50289016.70000001,731,176,255,45384146.97000001,***家电有限公司***分公司,1,0
E7,2018Q2,4450406.300000001,1239,32,376,32481541.860000003,616,164,181,28031135.560000002,***家电有限公司***分公司,1,0
E7,2018Q3,3898839.7200000016,1278,35,348,51053532.44,644,161,178,47154692.72,***家电有限公司***分公司,1,0
E7,2018Q4,4734503.039999998,1354,46,350,59498065.06999999,716,176,217,54763562.029999994,***家电有限公司***分公司,1,0
E7,2019Q1,4784800.2299999995,1318,48,350,40287430.89,579,157,165,35502630.660000004,***家电有限公司***分公司,1,0
E7,2019Q2,3027215.250000001,1210,70,300,17360096.82,568,169,148,14332881.57,***家电有限公司***分公司,1,0
E7,2019Q3,2658624.87,1304,60,315,27560372.2,517,125,137,24901747.33,***家电有限公司***分公司,1,0
E7,2019Q4,12589262.81,1054,42,256,15683865.25,400,156,107,3094602.4399999995,***家电有限公司***分公司,1,0
E7,2020Q1,1446954.02,96,27,24,722207.65,32,19,6,-724746.37,***家电有限公司***分公司,1,0
E70,2017Q1,144267.0,14,0,9,143850.0,12,1,7,-417.0,***科技有限公司,2,0
E70,2017Q2,381903.5,40,0,19,705565.0,24,0,15,323661.5,***科技有限公司,2,0
E70,2017Q3,167510.52,46,0,19,311431.5,15,0,11,143920.98,***科技有限公司,2,0
E70,2017Q4,586447.8799999998,184,0,30,2646041.8499999996,84,1,13,2059593.9699999997,***科技有限公司,2,0
E70,2018Q1,211954.96999999994,136,0,31,433148.57,16,0,11,221193.60000000006,***科技有限公司,2,0
E70,2018Q2,210796.56999999992,126,1,22,617055.01,41,1,8,406258.44000000006,***科技有限公司,2,0
E70,2018Q3,721380.9400000001,167,0,36,1620425.9,38,2,13,899044.9599999998,***科技有限公司,2,0
E70,2018Q4,1102784.2299999997,183,1,42,1303048.16,52,1,10,200263.93000000017,***科技有限公司,2,0
E70,2019Q1,299947.99999999994,151,0,40,485937.5,20,1,12,185989.50000000006,***科技有限公司,2,0
E70,2019Q2,506373.47999999963,224,1,39,607312.5800000001,40,3,6,100939.10000000044,***科技有限公司,2,0
E70,2019Q3,325857.68000000005,201,0,34,339566.2,30,0,11,13708.51999999996,***科技有限公司,2,0
E70,2019Q4,1363606.7900000003,259,2,47,1246409.21,82,3,6,-117197.58000000031,***科技有限公司,2,0
E70,2020Q1,66510.38000000002,56,1,13,222247.0,15,1,6,155736.62,***科技有限公司,2,0
E71,2017Q1,35890.0,3,0,2,123150.0,4,0,4,87260.0,***农业科技有限公司,2,0
E71,2017Q2,230329.9,26,6,12,15640.0,2,0,2,-214689.9,***农业科技有限公司,2,0
E71,2017Q3,5033463.440000001,190,1,68,2592195.67,86,1,84,-2441267.7700000014,***农业科技有限公司,2,0
E71,2017Q4,2334087.9499999997,163,6,47,248817.6,6,0,4,-2085270.3499999996,***农业科技有限公司,2,0
E71,2018Q1,665825.9700000001,140,0,56,3650800.0,37,0,1,2984974.03,***农业科技有限公司,2,0
E71,2018Q2,129417.64,131,0,55,1117244.5999999999,27,0,26,987826.9599999998,***农业科技有限公司,2,0
E71,2018Q3,547338.07,117,0,57,2351870.5500000007,127,0,126,1804532.480000001,***农业科技有限公司,2,0
E71,2019Q1,488290.44,92,1,43,142625.0,2,0,1,-345665.44,***农业科技有限公司,2,0
E71,2019Q3,143001.43,128,0,60,1964469.2,65,0,62,1821467.77,***农业科技有限公司,2,0
E71,2019Q4,4280.0,3,0,3,20497.0,3,0,1,16217.0,***农业科技有限公司,2,0
E72,2017Q2,330.0,1,0,1,37800.0,41,0,2,37470.0,***图书有限公司,3,0
E72,2017Q4,157648.0,3,0,3,9600.0,11,0,1,-148048.0,***图书有限公司,3,0
E72,2018Q1,5632.37,13,1,9,320193.38,33,0,2,314561.01,***图书有限公司,3,0
E72,2018Q2,3463.0,12,0,11,102258.92,10,0,1,98795.92,***图书有限公司,3,0
E72,2018Q3,342239.0,12,1,7,1074334.65,27,0,4,732095.6499999999,***图书有限公司,3,0
E72,2018Q4,300957.55999999994,15,0,8,546533.23,6,0,1,245575.67000000004,***图书有限公司,3,0
E72,2019Q1,8558.01,10,0,7,342683.58999999997,15,0,3,334125.57999999996,***图书有限公司,3,0
E72,2019Q2,383915.3,11,0,10,219923.1,3,0,3,-163992.19999999998,***图书有限公司,3,0
E72,2019Q3,4263.56,9,0,7,911002.77,20,0,9,906739.21,***图书有限公司,3,0
E72,2019Q4,152783.0,8,0,7,418748.9,5,0,5,265965.9,***图书有限公司,3,0
E72,2020Q1,180914.97,6,0,5,457935.21,5,0,5,277020.24,***图书有限公司,3,0
E73,2017Q1,70749.0,10,0,4,1009474.0,33,3,10,938725.0,***商贸有限责任公司,3,0
E73,2017Q2,61297.8,17,0,9,607028.0,14,0,6,545730.2,***商贸有限责任公司,3,0
E73,2017Q3,28535.6,35,0,21,741009.0,16,0,8,712473.4,***商贸有限责任公司,3,0
E73,2017Q4,68268.0,40,0,24,995360.0,20,0,9,927092.0,***商贸有限责任公司,3,0
E73,2018Q1,85862.85,57,1,27,694634.0,17,0,9,608771.15,***商贸有限责任公司,3,0
E73,2018Q2,104577.01,80,1,30,483882.16000000003,14,0,7,379305.15,***商贸有限责任公司,3,0
E73,2018Q3,86028.86,53,0,26,380131.6,17,2,10,294102.74,***商贸有限责任公司,3,0
E73,2018Q4,104206.93000000001,53,0,26,456054.0,10,0,7,351847.07,***商贸有限责任公司,3,0
E73,2019Q1,62138.75,55,0,23,690360.0,21,0,11,628221.25,***商贸有限责任公司,3,0
E73,2019Q2,69067.93,79,0,27,285756.57999999996,12,0,6,216688.64999999997,***商贸有限责任公司,3,0
E73,2019Q3,42089.86,38,0,13,330081.4,21,0,13,287991.54000000004,***商贸有限责任公司,3,0
E73,2019Q4,42652.95,60,0,12,423340.44,26,1,14,380687.49,***商贸有限责任公司,3,0
E73,2020Q1,30480.0,23,0,12,32904.0,2,0,2,2424.0,***商贸有限责任公司,3,0
E74,2018Q2,280.0,1,0,1,367723.89999999997,76,14,7,367443.89999999997,***蔬菜专业合作社,2,0
E74,2018Q4,608.0,1,0,1,291716.5,34,0,6,291108.5,***蔬菜专业合作社,2,0
E74,2019Q2,80500.0,10,0,3,529477.6499999999,62,0,9,448977.6499999999,***蔬菜专业合作社,2,0
E74,2019Q3,65300.0,2,0,1,455795.4,56,0,7,390495.4,***蔬菜专业合作社,2,0
E74,2019Q4,190400.0,4,0,2,546132.1,63,0,6,355732.1,***蔬菜专业合作社,2,0
E75,2017Q2,122276.2,5,0,4,758098.0,799,0,767,635821.8,***酒店管理有限公司,3,0
E75,2017Q3,228666.75,24,0,9,713776.0,906,5,880,485109.25,***酒店管理有限公司,3,0
E75,2017Q4,284789.55,24,1,11,519923.0,808,0,775,235133.45,***酒店管理有限公司,3,0
E75,2018Q1,215851.07,21,0,13,539927.0,601,0,553,324075.93,***酒店管理有限公司,3,0
E75,2018Q2,159732.09999999998,20,0,12,576145.0,622,3,573,416412.9,***酒店管理有限公司,3,0
E75,2018Q3,241356.28999999998,46,0,11,390260.0,538,1,513,148903.71000000002,***酒店管理有限公司,3,0
E75,2018Q4,168741.13999999998,31,0,8,482074.0,554,1,503,313332.86,***酒店管理有限公司,3,0
E75,2019Q1,551829.1100000001,42,0,14,494826.0,516,0,480,-57003.1100000001,***酒店管理有限公司,3,0
E75,2019Q2,340355.24,68,0,16,529524.0,547,0,502,189168.76,***酒店管理有限公司,3,0
E75,2019Q3,209711.24000000002,184,0,10,365507.1,690,0,619,155795.85999999996,***酒店管理有限公司,3,0
E75,2019Q4,137661.59999999998,53,1,8,329679.45999999996,585,0,515,192017.86,***酒店管理有限公司,3,0
E75,2020Q1,60453.96,20,0,8,78385.0,90,2,81,17931.04,***酒店管理有限公司,3,0
E76,2017Q1,510.0,2,0,2,78500.0,7,0,6,77990.0,***信息科技有限公司,2,0
E76,2017Q2,275930.0,18,0,3,450600.0,15,0,9,174670.0,***信息科技有限公司,2,0
E76,2017Q3,78753.91,27,0,16,454400.0,20,1,9,375646.08999999997,***信息科技有限公司,2,0
E76,2017Q4,174316.41999999998,26,0,19,108500.0,6,0,5,-65816.41999999998,***信息科技有限公司,2,0
E76,2018Q1,13920.439999999999,19,0,11,260300.0,8,0,5,246379.56,***信息科技有限公司,2,0
E76,2018Q2,53935.72,32,0,20,414900.0,16,0,9,360964.28,***信息科技有限公司,2,0
E76,2018Q3,112985.17,52,0,23,468718.2,43,0,36,355733.03,***信息科技有限公司,2,0
E76,2018Q4,30913.329999999994,68,1,26,279994.4,28,0,19,249081.07000000004,***信息科技有限公司,2,0
E76,2019Q1,72922.38,22,0,16,464275.0,13,0,10,391352.62,***信息科技有限公司,2,0
E76,2019Q2,21690.9,15,0,12,303300.0,33,0,11,281609.1,***信息科技有限公司,2,0
E76,2019Q3,51244.88,33,0,16,564860.2,13,0,7,513615.31999999995,***信息科技有限公司,2,0
E76,2019Q4,39726.46,30,1,20,443650.0,19,0,8,403923.54,***信息科技有限公司,2,0
E76,2020Q1,2467.0,2,0,2,5000.0,2,0,2,2533.0,***信息科技有限公司,2,0
E77,2017Q1,211830.0,4,0,2,294450.0,30,0,1,82620.0,***机电设备有限公司,3,0
E77,2017Q2,40500.0,1,0,1,1001130.0,106,2,1,960630.0,***机电设备有限公司,3,0
E77,2017Q4,100000.0,1,0,1,282222.3,29,0,2,182222.3,***机电设备有限公司,3,0
E77,2018Q1,2774.0,3,0,2,147225.0,19,2,1,144451.0,***机电设备有限公司,3,0
E77,2018Q4,148436.0,22,0,8,760129.55,8,0,1,611693.55,***机电设备有限公司,3,0
E77,2019Q2,84881.0,7,0,4,802563.44,10,0,1,717682.44,***机电设备有限公司,3,0
E78,2017Q1,551238.73,4,0,1,1212395.73,29,0,12,661157.0,个体经营E78,3,0
E78,2017Q2,642538.89,5,0,2,1759702.8099999998,44,0,16,1117163.92,个体经营E78,3,0
E78,2017Q3,534829.94,5,0,2,996880.72,26,0,11,462050.78,个体经营E78,3,0
E78,2017Q4,603611.12,8,0,5,1823356.04,36,0,12,1219744.92,个体经营E78,3,0
E78,2018Q1,167966.25999999998,4,0,4,1036405.0,24,0,6,868438.74,个体经营E78,3,0
E78,2018Q2,465050.27999999997,10,0,4,1180856.0,30,0,6,715805.72,个体经营E78,3,0
E78,2018Q3,381265.78,7,0,5,486882.0,20,0,8,105616.21999999997,个体经营E78,3,0
E78,2018Q4,231498.0,4,0,2,713026.0,22,0,6,481528.0,个体经营E78,3,0
E78,2019Q1,36021.91,1,0,1,517972.8,12,0,3,481950.89,个体经营E78,3,0
E78,2019Q2,134947.71000000002,4,0,2,252626.0,3,0,1,117678.28999999998,个体经营E78,3,0
E79,2017Q1,185446.19,3,0,1,20000.0,1,0,1,-165446.19,***鞋业有限公司,2,0
E79,2017Q3,225022.11000000002,5,0,2,230876.0,11,0,3,5853.889999999985,***鞋业有限公司,2,0
E79,2017Q4,642159.78,21,0,14,549684.0,6,0,2,-92475.78000000003,***鞋业有限公司,2,0
E79,2018Q1,241772.22999999998,8,0,6,85000.0,1,0,1,-156772.22999999998,***鞋业有限公司,2,0
E79,2018Q2,331642.33,8,0,6,184663.5,6,0,1,-146978.83000000002,***鞋业有限公司,2,0
E79,2018Q3,306139.20999999996,18,0,11,412720.0,9,0,6,106580.79000000004,***鞋业有限公司,2,0
E79,2018Q4,319982.27999999997,19,0,13,545400.0,9,0,2,225417.72000000003,***鞋业有限公司,2,0
E79,2019Q1,196239.51,15,0,11,342767.0,5,0,2,146527.49,***鞋业有限公司,2,0
E79,2019Q2,148853.21000000002,8,0,4,268150.58999999997,9,0,3,119297.37999999995,***鞋业有限公司,2,0
E79,2019Q3,172354.95,16,0,11,360774.0,9,0,5,188419.05,***鞋业有限公司,2,0
E79,2019Q4,157686.23,18,0,9,327451.0,5,0,2,169764.77,***鞋业有限公司,2,0
E79,2020Q1,116944.35999999999,8,0,6,169933.0,3,0,2,52988.640000000014,***鞋业有限公司,2,0
E8,2017Q1,4864012.889999999,146,1,58,20496018.6,508,17,333,15632005.710000003,***科学研究院有限公司,1,0
E8,2017Q2,15119478.279999996,475,0,182,21110561.220000003,601,16,382,5991082.940000007,***科学研究院有限公司,1,0
E8,2017Q3,14193297.299999999,1860,8,548,22798174.46,620,14,377,8604877.160000002,***科学研究院有限公司,1,0
E8,2017Q4,11634575.089999998,1703,3,545,38840636.089999996,810,13,410,27206061.0,***科学研究院有限公司,1,0
E8,2018Q1,19746526.04999999,1755,2,520,20556078.339999996,497,16,296,809552.2900000066,***科学研究院有限公司,1,0
E8,2018Q2,10599437.799999997,1798,3,474,26069899.169999998,598,14,341,15470461.370000001,***科学研究院有限公司,1,0
